image_path,mask_path
datasets/satellitesegmentation/500675_sat.jpg,datasets/satellitesegmentation/500675_mask.png
datasets/satellitesegmentation/572867_sat.jpg,datasets/satellitesegmentation/572867_mask.png
datasets/satellitesegmentation/778053_sat.jpg,datasets/satellitesegmentation/778053_mask.png
datasets/satellitesegmentation/247529_sat.jpg,datasets/satellitesegmentation/247529_mask.png
datasets/satellitesegmentation/457191_sat.jpg,datasets/satellitesegmentation/457191_mask.png
datasets/satellitesegmentation/126492_sat.jpg,datasets/satellitesegmentation/126492_mask.png
datasets/satellitesegmentation/960631_sat.jpg,datasets/satellitesegmentation/960631_mask.png
datasets/satellitesegmentation/105282_sat.jpg,datasets/satellitesegmentation/105282_mask.png
datasets/satellitesegmentation/82054_sat.jpg,datasets/satellitesegmentation/82054_mask.png
datasets/satellitesegmentation/169099_sat.jpg,datasets/satellitesegmentation/169099_mask.png
datasets/satellitesegmentation/439492_sat.jpg,datasets/satellitesegmentation/439492_mask.png
datasets/satellitesegmentation/866773_sat.jpg,datasets/satellitesegmentation/866773_mask.png
datasets/satellitesegmentation/148960_sat.jpg,datasets/satellitesegmentation/148960_mask.png
datasets/satellitesegmentation/228375_sat.jpg,datasets/satellitesegmentation/228375_mask.png
datasets/satellitesegmentation/707576_sat.jpg,datasets/satellitesegmentation/707576_mask.png
datasets/satellitesegmentation/87662_sat.jpg,datasets/satellitesegmentation/87662_mask.png
datasets/satellitesegmentation/366702_sat.jpg,datasets/satellitesegmentation/366702_mask.png
datasets/satellitesegmentation/884872_sat.jpg,datasets/satellitesegmentation/884872_mask.png
datasets/satellitesegmentation/874302_sat.jpg,datasets/satellitesegmentation/874302_mask.png
datasets/satellitesegmentation/186392_sat.jpg,datasets/satellitesegmentation/186392_mask.png
datasets/satellitesegmentation/929803_sat.jpg,datasets/satellitesegmentation/929803_mask.png
datasets/satellitesegmentation/604596_sat.jpg,datasets/satellitesegmentation/604596_mask.png
datasets/satellitesegmentation/422841_sat.jpg,datasets/satellitesegmentation/422841_mask.png
datasets/satellitesegmentation/760036_sat.jpg,datasets/satellitesegmentation/760036_mask.png
datasets/satellitesegmentation/764272_sat.jpg,datasets/satellitesegmentation/764272_mask.png
datasets/satellitesegmentation/202536_sat.jpg,datasets/satellitesegmentation/202536_mask.png
datasets/satellitesegmentation/187895_sat.jpg,datasets/satellitesegmentation/187895_mask.png
datasets/satellitesegmentation/73033_sat.jpg,datasets/satellitesegmentation/73033_mask.png
datasets/satellitesegmentation/937572_sat.jpg,datasets/satellitesegmentation/937572_mask.png
datasets/satellitesegmentation/349767_sat.jpg,datasets/satellitesegmentation/349767_mask.png
datasets/satellitesegmentation/165784_sat.jpg,datasets/satellitesegmentation/165784_mask.png
datasets/satellitesegmentation/268319_sat.jpg,datasets/satellitesegmentation/268319_mask.png
datasets/satellitesegmentation/427696_sat.jpg,datasets/satellitesegmentation/427696_mask.png
datasets/satellitesegmentation/740261_sat.jpg,datasets/satellitesegmentation/740261_mask.png
datasets/satellitesegmentation/766257_sat.jpg,datasets/satellitesegmentation/766257_mask.png
datasets/satellitesegmentation/630794_sat.jpg,datasets/satellitesegmentation/630794_mask.png
datasets/satellitesegmentation/501593_sat.jpg,datasets/satellitesegmentation/501593_mask.png
datasets/satellitesegmentation/618023_sat.jpg,datasets/satellitesegmentation/618023_mask.png
datasets/satellitesegmentation/552300_sat.jpg,datasets/satellitesegmentation/552300_mask.png
datasets/satellitesegmentation/848521_sat.jpg,datasets/satellitesegmentation/848521_mask.png
datasets/satellitesegmentation/513903_sat.jpg,datasets/satellitesegmentation/513903_mask.png
datasets/satellitesegmentation/63467_sat.jpg,datasets/satellitesegmentation/63467_mask.png
datasets/satellitesegmentation/806420_sat.jpg,datasets/satellitesegmentation/806420_mask.png
datasets/satellitesegmentation/831265_sat.jpg,datasets/satellitesegmentation/831265_mask.png
datasets/satellitesegmentation/148138_sat.jpg,datasets/satellitesegmentation/148138_mask.png
datasets/satellitesegmentation/674026_sat.jpg,datasets/satellitesegmentation/674026_mask.png
datasets/satellitesegmentation/979028_sat.jpg,datasets/satellitesegmentation/979028_mask.png
datasets/satellitesegmentation/463761_sat.jpg,datasets/satellitesegmentation/463761_mask.png
datasets/satellitesegmentation/227231_sat.jpg,datasets/satellitesegmentation/227231_mask.png
datasets/satellitesegmentation/631919_sat.jpg,datasets/satellitesegmentation/631919_mask.png
datasets/satellitesegmentation/652168_sat.jpg,datasets/satellitesegmentation/652168_mask.png
datasets/satellitesegmentation/928942_sat.jpg,datasets/satellitesegmentation/928942_mask.png
datasets/satellitesegmentation/209943_sat.jpg,datasets/satellitesegmentation/209943_mask.png
datasets/satellitesegmentation/462303_sat.jpg,datasets/satellitesegmentation/462303_mask.png
datasets/satellitesegmentation/332370_sat.jpg,datasets/satellitesegmentation/332370_mask.png
datasets/satellitesegmentation/199826_sat.jpg,datasets/satellitesegmentation/199826_mask.png
datasets/satellitesegmentation/392225_sat.jpg,datasets/satellitesegmentation/392225_mask.png
datasets/satellitesegmentation/292753_sat.jpg,datasets/satellitesegmentation/292753_mask.png
datasets/satellitesegmentation/151844_sat.jpg,datasets/satellitesegmentation/151844_mask.png
datasets/satellitesegmentation/186608_sat.jpg,datasets/satellitesegmentation/186608_mask.png
datasets/satellitesegmentation/383456_sat.jpg,datasets/satellitesegmentation/383456_mask.png
datasets/satellitesegmentation/167282_sat.jpg,datasets/satellitesegmentation/167282_mask.png
datasets/satellitesegmentation/944485_sat.jpg,datasets/satellitesegmentation/944485_mask.png
datasets/satellitesegmentation/451135_sat.jpg,datasets/satellitesegmentation/451135_mask.png
datasets/satellitesegmentation/824303_sat.jpg,datasets/satellitesegmentation/824303_mask.png
datasets/satellitesegmentation/865868_sat.jpg,datasets/satellitesegmentation/865868_mask.png
datasets/satellitesegmentation/100034_sat.jpg,datasets/satellitesegmentation/100034_mask.png
datasets/satellitesegmentation/44562_sat.jpg,datasets/satellitesegmentation/44562_mask.png
datasets/satellitesegmentation/267296_sat.jpg,datasets/satellitesegmentation/267296_mask.png
datasets/satellitesegmentation/844808_sat.jpg,datasets/satellitesegmentation/844808_mask.png
datasets/satellitesegmentation/369061_sat.jpg,datasets/satellitesegmentation/369061_mask.png
datasets/satellitesegmentation/688471_sat.jpg,datasets/satellitesegmentation/688471_mask.png
datasets/satellitesegmentation/407971_sat.jpg,datasets/satellitesegmentation/407971_mask.png
datasets/satellitesegmentation/771314_sat.jpg,datasets/satellitesegmentation/771314_mask.png
datasets/satellitesegmentation/810101_sat.jpg,datasets/satellitesegmentation/810101_mask.png
datasets/satellitesegmentation/330562_sat.jpg,datasets/satellitesegmentation/330562_mask.png
datasets/satellitesegmentation/611598_sat.jpg,datasets/satellitesegmentation/611598_mask.png
datasets/satellitesegmentation/873181_sat.jpg,datasets/satellitesegmentation/873181_mask.png
datasets/satellitesegmentation/130072_sat.jpg,datasets/satellitesegmentation/130072_mask.png
datasets/satellitesegmentation/207641_sat.jpg,datasets/satellitesegmentation/207641_mask.png
datasets/satellitesegmentation/909838_sat.jpg,datasets/satellitesegmentation/909838_mask.png
datasets/satellitesegmentation/89326_sat.jpg,datasets/satellitesegmentation/89326_mask.png
datasets/satellitesegmentation/825134_sat.jpg,datasets/satellitesegmentation/825134_mask.png
datasets/satellitesegmentation/539249_sat.jpg,datasets/satellitesegmentation/539249_mask.png
datasets/satellitesegmentation/823500_sat.jpg,datasets/satellitesegmentation/823500_mask.png
datasets/satellitesegmentation/622199_sat.jpg,datasets/satellitesegmentation/622199_mask.png
datasets/satellitesegmentation/31582_sat.jpg,datasets/satellitesegmentation/31582_mask.png
datasets/satellitesegmentation/412094_sat.jpg,datasets/satellitesegmentation/412094_mask.png
datasets/satellitesegmentation/305621_sat.jpg,datasets/satellitesegmentation/305621_mask.png
datasets/satellitesegmentation/28332_sat.jpg,datasets/satellitesegmentation/28332_mask.png
datasets/satellitesegmentation/697939_sat.jpg,datasets/satellitesegmentation/697939_mask.png
datasets/satellitesegmentation/790590_sat.jpg,datasets/satellitesegmentation/790590_mask.png
datasets/satellitesegmentation/683814_sat.jpg,datasets/satellitesegmentation/683814_mask.png
datasets/satellitesegmentation/331266_sat.jpg,datasets/satellitesegmentation/331266_mask.png
datasets/satellitesegmentation/179253_sat.jpg,datasets/satellitesegmentation/179253_mask.png
datasets/satellitesegmentation/215146_sat.jpg,datasets/satellitesegmentation/215146_mask.png
datasets/satellitesegmentation/689530_sat.jpg,datasets/satellitesegmentation/689530_mask.png
datasets/satellitesegmentation/186231_sat.jpg,datasets/satellitesegmentation/186231_mask.png
datasets/satellitesegmentation/601597_sat.jpg,datasets/satellitesegmentation/601597_mask.png
datasets/satellitesegmentation/45433_sat.jpg,datasets/satellitesegmentation/45433_mask.png
datasets/satellitesegmentation/933111_sat.jpg,datasets/satellitesegmentation/933111_mask.png
datasets/satellitesegmentation/434853_sat.jpg,datasets/satellitesegmentation/434853_mask.png
datasets/satellitesegmentation/359514_sat.jpg,datasets/satellitesegmentation/359514_mask.png
datasets/satellitesegmentation/164384_sat.jpg,datasets/satellitesegmentation/164384_mask.png
datasets/satellitesegmentation/309974_sat.jpg,datasets/satellitesegmentation/309974_mask.png
datasets/satellitesegmentation/958471_sat.jpg,datasets/satellitesegmentation/958471_mask.png
datasets/satellitesegmentation/546562_sat.jpg,datasets/satellitesegmentation/546562_mask.png
datasets/satellitesegmentation/812252_sat.jpg,datasets/satellitesegmentation/812252_mask.png
datasets/satellitesegmentation/834264_sat.jpg,datasets/satellitesegmentation/834264_mask.png
datasets/satellitesegmentation/71759_sat.jpg,datasets/satellitesegmentation/71759_mask.png
datasets/satellitesegmentation/803431_sat.jpg,datasets/satellitesegmentation/803431_mask.png
datasets/satellitesegmentation/731856_sat.jpg,datasets/satellitesegmentation/731856_mask.png
datasets/satellitesegmentation/258578_sat.jpg,datasets/satellitesegmentation/258578_mask.png
datasets/satellitesegmentation/228483_sat.jpg,datasets/satellitesegmentation/228483_mask.png
datasets/satellitesegmentation/985661_sat.jpg,datasets/satellitesegmentation/985661_mask.png
datasets/satellitesegmentation/910154_sat.jpg,datasets/satellitesegmentation/910154_mask.png
datasets/satellitesegmentation/255193_sat.jpg,datasets/satellitesegmentation/255193_mask.png
datasets/satellitesegmentation/796699_sat.jpg,datasets/satellitesegmentation/796699_mask.png
datasets/satellitesegmentation/44614_sat.jpg,datasets/satellitesegmentation/44614_mask.png
datasets/satellitesegmentation/458584_sat.jpg,datasets/satellitesegmentation/458584_mask.png
datasets/satellitesegmentation/538270_sat.jpg,datasets/satellitesegmentation/538270_mask.png
datasets/satellitesegmentation/206700_sat.jpg,datasets/satellitesegmentation/206700_mask.png
datasets/satellitesegmentation/975274_sat.jpg,datasets/satellitesegmentation/975274_mask.png
datasets/satellitesegmentation/48890_sat.jpg,datasets/satellitesegmentation/48890_mask.png
datasets/satellitesegmentation/605602_sat.jpg,datasets/satellitesegmentation/605602_mask.png
datasets/satellitesegmentation/954214_sat.jpg,datasets/satellitesegmentation/954214_mask.png
datasets/satellitesegmentation/142436_sat.jpg,datasets/satellitesegmentation/142436_mask.png
datasets/satellitesegmentation/616611_sat.jpg,datasets/satellitesegmentation/616611_mask.png
datasets/satellitesegmentation/285194_sat.jpg,datasets/satellitesegmentation/285194_mask.png
datasets/satellitesegmentation/938177_sat.jpg,datasets/satellitesegmentation/938177_mask.png
datasets/satellitesegmentation/623071_sat.jpg,datasets/satellitesegmentation/623071_mask.png
datasets/satellitesegmentation/946030_sat.jpg,datasets/satellitesegmentation/946030_mask.png
datasets/satellitesegmentation/458455_sat.jpg,datasets/satellitesegmentation/458455_mask.png
datasets/satellitesegmentation/625445_sat.jpg,datasets/satellitesegmentation/625445_mask.png
datasets/satellitesegmentation/60962_sat.jpg,datasets/satellitesegmentation/60962_mask.png
datasets/satellitesegmentation/706733_sat.jpg,datasets/satellitesegmentation/706733_mask.png
datasets/satellitesegmentation/920696_sat.jpg,datasets/satellitesegmentation/920696_mask.png
datasets/satellitesegmentation/411674_sat.jpg,datasets/satellitesegmentation/411674_mask.png
datasets/satellitesegmentation/322697_sat.jpg,datasets/satellitesegmentation/322697_mask.png
datasets/satellitesegmentation/346739_sat.jpg,datasets/satellitesegmentation/346739_mask.png
datasets/satellitesegmentation/422265_sat.jpg,datasets/satellitesegmentation/422265_mask.png
datasets/satellitesegmentation/255324_sat.jpg,datasets/satellitesegmentation/255324_mask.png
datasets/satellitesegmentation/232879_sat.jpg,datasets/satellitesegmentation/232879_mask.png
datasets/satellitesegmentation/727435_sat.jpg,datasets/satellitesegmentation/727435_mask.png
datasets/satellitesegmentation/354220_sat.jpg,datasets/satellitesegmentation/354220_mask.png
datasets/satellitesegmentation/602377_sat.jpg,datasets/satellitesegmentation/602377_mask.png
datasets/satellitesegmentation/571809_sat.jpg,datasets/satellitesegmentation/571809_mask.png
datasets/satellitesegmentation/488851_sat.jpg,datasets/satellitesegmentation/488851_mask.png
datasets/satellitesegmentation/856549_sat.jpg,datasets/satellitesegmentation/856549_mask.png
datasets/satellitesegmentation/887195_sat.jpg,datasets/satellitesegmentation/887195_mask.png
datasets/satellitesegmentation/156715_sat.jpg,datasets/satellitesegmentation/156715_mask.png
datasets/satellitesegmentation/957208_sat.jpg,datasets/satellitesegmentation/957208_mask.png
datasets/satellitesegmentation/979812_sat.jpg,datasets/satellitesegmentation/979812_mask.png
datasets/satellitesegmentation/968690_sat.jpg,datasets/satellitesegmentation/968690_mask.png
datasets/satellitesegmentation/236489_sat.jpg,datasets/satellitesegmentation/236489_mask.png
datasets/satellitesegmentation/318304_sat.jpg,datasets/satellitesegmentation/318304_mask.png
datasets/satellitesegmentation/304805_sat.jpg,datasets/satellitesegmentation/304805_mask.png
datasets/satellitesegmentation/949798_sat.jpg,datasets/satellitesegmentation/949798_mask.png
datasets/satellitesegmentation/749787_sat.jpg,datasets/satellitesegmentation/749787_mask.png
datasets/satellitesegmentation/932648_sat.jpg,datasets/satellitesegmentation/932648_mask.png
datasets/satellitesegmentation/921723_sat.jpg,datasets/satellitesegmentation/921723_mask.png
datasets/satellitesegmentation/786907_sat.jpg,datasets/satellitesegmentation/786907_mask.png
datasets/satellitesegmentation/118788_sat.jpg,datasets/satellitesegmentation/118788_mask.png
datasets/satellitesegmentation/607288_sat.jpg,datasets/satellitesegmentation/607288_mask.png
datasets/satellitesegmentation/947964_sat.jpg,datasets/satellitesegmentation/947964_mask.png
datasets/satellitesegmentation/907705_sat.jpg,datasets/satellitesegmentation/907705_mask.png
datasets/satellitesegmentation/604913_sat.jpg,datasets/satellitesegmentation/604913_mask.png
datasets/satellitesegmentation/645278_sat.jpg,datasets/satellitesegmentation/645278_mask.png
datasets/satellitesegmentation/473437_sat.jpg,datasets/satellitesegmentation/473437_mask.png
datasets/satellitesegmentation/931532_sat.jpg,datasets/satellitesegmentation/931532_mask.png
datasets/satellitesegmentation/805413_sat.jpg,datasets/satellitesegmentation/805413_mask.png
datasets/satellitesegmentation/140935_sat.jpg,datasets/satellitesegmentation/140935_mask.png
datasets/satellitesegmentation/828582_sat.jpg,datasets/satellitesegmentation/828582_mask.png
datasets/satellitesegmentation/462244_sat.jpg,datasets/satellitesegmentation/462244_mask.png
datasets/satellitesegmentation/259464_sat.jpg,datasets/satellitesegmentation/259464_mask.png
datasets/satellitesegmentation/455244_sat.jpg,datasets/satellitesegmentation/455244_mask.png
datasets/satellitesegmentation/234448_sat.jpg,datasets/satellitesegmentation/234448_mask.png
datasets/satellitesegmentation/191470_sat.jpg,datasets/satellitesegmentation/191470_mask.png
datasets/satellitesegmentation/333000_sat.jpg,datasets/satellitesegmentation/333000_mask.png
datasets/satellitesegmentation/193210_sat.jpg,datasets/satellitesegmentation/193210_mask.png
datasets/satellitesegmentation/735929_sat.jpg,datasets/satellitesegmentation/735929_mask.png
datasets/satellitesegmentation/132983_sat.jpg,datasets/satellitesegmentation/132983_mask.png
datasets/satellitesegmentation/98225_sat.jpg,datasets/satellitesegmentation/98225_mask.png
datasets/satellitesegmentation/638045_sat.jpg,datasets/satellitesegmentation/638045_mask.png
datasets/satellitesegmentation/180165_sat.jpg,datasets/satellitesegmentation/180165_mask.png
datasets/satellitesegmentation/750772_sat.jpg,datasets/satellitesegmentation/750772_mask.png
datasets/satellitesegmentation/719635_sat.jpg,datasets/satellitesegmentation/719635_mask.png
datasets/satellitesegmentation/224447_sat.jpg,datasets/satellitesegmentation/224447_mask.png
datasets/satellitesegmentation/901602_sat.jpg,datasets/satellitesegmentation/901602_mask.png
datasets/satellitesegmentation/837143_sat.jpg,datasets/satellitesegmentation/837143_mask.png
datasets/satellitesegmentation/872904_sat.jpg,datasets/satellitesegmentation/872904_mask.png
datasets/satellitesegmentation/511871_sat.jpg,datasets/satellitesegmentation/511871_mask.png
datasets/satellitesegmentation/323177_sat.jpg,datasets/satellitesegmentation/323177_mask.png
datasets/satellitesegmentation/386604_sat.jpg,datasets/satellitesegmentation/386604_mask.png
datasets/satellitesegmentation/46714_sat.jpg,datasets/satellitesegmentation/46714_mask.png
datasets/satellitesegmentation/138975_sat.jpg,datasets/satellitesegmentation/138975_mask.png
datasets/satellitesegmentation/184564_sat.jpg,datasets/satellitesegmentation/184564_mask.png
datasets/satellitesegmentation/884005_sat.jpg,datasets/satellitesegmentation/884005_mask.png
datasets/satellitesegmentation/748093_sat.jpg,datasets/satellitesegmentation/748093_mask.png
datasets/satellitesegmentation/535862_sat.jpg,datasets/satellitesegmentation/535862_mask.png
datasets/satellitesegmentation/830740_sat.jpg,datasets/satellitesegmentation/830740_mask.png
datasets/satellitesegmentation/289860_sat.jpg,datasets/satellitesegmentation/289860_mask.png
datasets/satellitesegmentation/274693_sat.jpg,datasets/satellitesegmentation/274693_mask.png
datasets/satellitesegmentation/705390_sat.jpg,datasets/satellitesegmentation/705390_mask.png
datasets/satellitesegmentation/517389_sat.jpg,datasets/satellitesegmentation/517389_mask.png
datasets/satellitesegmentation/248171_sat.jpg,datasets/satellitesegmentation/248171_mask.png
datasets/satellitesegmentation/473751_sat.jpg,datasets/satellitesegmentation/473751_mask.png
datasets/satellitesegmentation/662422_sat.jpg,datasets/satellitesegmentation/662422_mask.png
datasets/satellitesegmentation/285170_sat.jpg,datasets/satellitesegmentation/285170_mask.png
datasets/satellitesegmentation/642020_sat.jpg,datasets/satellitesegmentation/642020_mask.png
datasets/satellitesegmentation/515491_sat.jpg,datasets/satellitesegmentation/515491_mask.png
datasets/satellitesegmentation/769777_sat.jpg,datasets/satellitesegmentation/769777_mask.png
datasets/satellitesegmentation/129892_sat.jpg,datasets/satellitesegmentation/129892_mask.png
datasets/satellitesegmentation/627278_sat.jpg,datasets/satellitesegmentation/627278_mask.png
datasets/satellitesegmentation/936196_sat.jpg,datasets/satellitesegmentation/936196_mask.png
datasets/satellitesegmentation/389263_sat.jpg,datasets/satellitesegmentation/389263_mask.png
datasets/satellitesegmentation/408910_sat.jpg,datasets/satellitesegmentation/408910_mask.png
datasets/satellitesegmentation/27718_sat.jpg,datasets/satellitesegmentation/27718_mask.png
datasets/satellitesegmentation/188301_sat.jpg,datasets/satellitesegmentation/188301_mask.png
datasets/satellitesegmentation/600754_sat.jpg,datasets/satellitesegmentation/600754_mask.png
datasets/satellitesegmentation/299504_sat.jpg,datasets/satellitesegmentation/299504_mask.png
datasets/satellitesegmentation/734675_sat.jpg,datasets/satellitesegmentation/734675_mask.png
datasets/satellitesegmentation/940374_sat.jpg,datasets/satellitesegmentation/940374_mask.png
datasets/satellitesegmentation/594358_sat.jpg,datasets/satellitesegmentation/594358_mask.png
datasets/satellitesegmentation/637754_sat.jpg,datasets/satellitesegmentation/637754_mask.png
datasets/satellitesegmentation/272376_sat.jpg,datasets/satellitesegmentation/272376_mask.png
datasets/satellitesegmentation/174734_sat.jpg,datasets/satellitesegmentation/174734_mask.png
datasets/satellitesegmentation/884925_sat.jpg,datasets/satellitesegmentation/884925_mask.png
datasets/satellitesegmentation/33070_sat.jpg,datasets/satellitesegmentation/33070_mask.png
datasets/satellitesegmentation/80773_sat.jpg,datasets/satellitesegmentation/80773_mask.png
datasets/satellitesegmentation/2129_sat.jpg,datasets/satellitesegmentation/2129_mask.png
datasets/satellitesegmentation/8584_sat.jpg,datasets/satellitesegmentation/8584_mask.png
datasets/satellitesegmentation/862470_sat.jpg,datasets/satellitesegmentation/862470_mask.png
datasets/satellitesegmentation/999248_sat.jpg,datasets/satellitesegmentation/999248_mask.png
datasets/satellitesegmentation/208748_sat.jpg,datasets/satellitesegmentation/208748_mask.png
datasets/satellitesegmentation/131782_sat.jpg,datasets/satellitesegmentation/131782_mask.png
datasets/satellitesegmentation/465844_sat.jpg,datasets/satellitesegmentation/465844_mask.png
datasets/satellitesegmentation/514122_sat.jpg,datasets/satellitesegmentation/514122_mask.png
datasets/satellitesegmentation/36646_sat.jpg,datasets/satellitesegmentation/36646_mask.png
datasets/satellitesegmentation/346049_sat.jpg,datasets/satellitesegmentation/346049_mask.png
datasets/satellitesegmentation/522063_sat.jpg,datasets/satellitesegmentation/522063_mask.png
datasets/satellitesegmentation/603884_sat.jpg,datasets/satellitesegmentation/603884_mask.png
datasets/satellitesegmentation/303966_sat.jpg,datasets/satellitesegmentation/303966_mask.png
datasets/satellitesegmentation/531060_sat.jpg,datasets/satellitesegmentation/531060_mask.png
datasets/satellitesegmentation/561599_sat.jpg,datasets/satellitesegmentation/561599_mask.png
datasets/satellitesegmentation/167451_sat.jpg,datasets/satellitesegmentation/167451_mask.png
datasets/satellitesegmentation/882822_sat.jpg,datasets/satellitesegmentation/882822_mask.png
datasets/satellitesegmentation/27516_sat.jpg,datasets/satellitesegmentation/27516_mask.png
datasets/satellitesegmentation/630221_sat.jpg,datasets/satellitesegmentation/630221_mask.png
datasets/satellitesegmentation/57595_sat.jpg,datasets/satellitesegmentation/57595_mask.png
datasets/satellitesegmentation/379294_sat.jpg,datasets/satellitesegmentation/379294_mask.png
datasets/satellitesegmentation/219560_sat.jpg,datasets/satellitesegmentation/219560_mask.png
datasets/satellitesegmentation/530257_sat.jpg,datasets/satellitesegmentation/530257_mask.png
datasets/satellitesegmentation/543827_sat.jpg,datasets/satellitesegmentation/543827_mask.png
datasets/satellitesegmentation/118164_sat.jpg,datasets/satellitesegmentation/118164_mask.png
datasets/satellitesegmentation/719482_sat.jpg,datasets/satellitesegmentation/719482_mask.png
datasets/satellitesegmentation/89597_sat.jpg,datasets/satellitesegmentation/89597_mask.png
datasets/satellitesegmentation/806195_sat.jpg,datasets/satellitesegmentation/806195_mask.png
datasets/satellitesegmentation/437777_sat.jpg,datasets/satellitesegmentation/437777_mask.png
datasets/satellitesegmentation/594703_sat.jpg,datasets/satellitesegmentation/594703_mask.png
datasets/satellitesegmentation/538961_sat.jpg,datasets/satellitesegmentation/538961_mask.png
datasets/satellitesegmentation/226813_sat.jpg,datasets/satellitesegmentation/226813_mask.png
datasets/satellitesegmentation/763947_sat.jpg,datasets/satellitesegmentation/763947_mask.png
datasets/satellitesegmentation/229279_sat.jpg,datasets/satellitesegmentation/229279_mask.png
datasets/satellitesegmentation/635475_sat.jpg,datasets/satellitesegmentation/635475_mask.png
datasets/satellitesegmentation/681248_sat.jpg,datasets/satellitesegmentation/681248_mask.png
datasets/satellitesegmentation/49067_sat.jpg,datasets/satellitesegmentation/49067_mask.png
datasets/satellitesegmentation/18094_sat.jpg,datasets/satellitesegmentation/18094_mask.png
datasets/satellitesegmentation/678766_sat.jpg,datasets/satellitesegmentation/678766_mask.png
datasets/satellitesegmentation/97748_sat.jpg,datasets/satellitesegmentation/97748_mask.png
datasets/satellitesegmentation/357720_sat.jpg,datasets/satellitesegmentation/357720_mask.png
datasets/satellitesegmentation/952401_sat.jpg,datasets/satellitesegmentation/952401_mask.png
datasets/satellitesegmentation/572490_sat.jpg,datasets/satellitesegmentation/572490_mask.png
datasets/satellitesegmentation/482277_sat.jpg,datasets/satellitesegmentation/482277_mask.png
datasets/satellitesegmentation/686523_sat.jpg,datasets/satellitesegmentation/686523_mask.png
datasets/satellitesegmentation/424153_sat.jpg,datasets/satellitesegmentation/424153_mask.png
datasets/satellitesegmentation/150276_sat.jpg,datasets/satellitesegmentation/150276_mask.png
datasets/satellitesegmentation/302597_sat.jpg,datasets/satellitesegmentation/302597_mask.png
datasets/satellitesegmentation/164759_sat.jpg,datasets/satellitesegmentation/164759_mask.png
datasets/satellitesegmentation/201964_sat.jpg,datasets/satellitesegmentation/201964_mask.png
datasets/satellitesegmentation/93702_sat.jpg,datasets/satellitesegmentation/93702_mask.png
datasets/satellitesegmentation/40283_sat.jpg,datasets/satellitesegmentation/40283_mask.png
